Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
2 Chairs,81898,GENERAL SERVICES,4/24/2014,$16.05 ,$0.00 ,0.23,$3.69 ,$3.69 ,Successful,4/28/2014,,"78771, 79189",,,Money Order,"$3,000 ",$0.00 ,$12.35 ,General Fund,0
2 Chairs,81899,GENERAL SERVICES,4/24/2014,$20.01 ,$0.00 ,0.23,$4.60 ,$4.60 ,Successful,4/29/2014,,"78755, 78779",,,Money Order,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
2 Chairs,81900,GENERAL SERVICES,4/24/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,4/26/2014,,"79185, 79186",,,3612489465,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Dell Computer,81901,ITS,4/28/2014,$88.00 ,$0.00 ,0.23,$20.24 ,$20.24 ,Successful,5/22/2014,,78934,,,Money Order,"$3,000 ",$0.00 ,$67.76 ,General Fund,0
Dell Computer,81902,ITS,4/28/2014,$78.00 ,$0.00 ,0.23,$17.94 ,$17.94 ,Successful,4/30/2014,,78922,,,Cash,"$3,000 ",$0.00 ,$60.06 ,General Fund,0
Dell Computer,81903,ITS,4/28/2014,$90.00 ,$2.07 ,0.23,$20.70 ,$20.70 ,Successful,4/28/2014,,78993,,,3612598634,"$3,000 ",$0.00 ,$69.30 ,General Fund,0
Dell Computer,81904,ITS,4/28/2014,$98.00 ,$2.25 ,0.23,$22.54 ,$22.54 ,Successful,5/1/2014,,78984,,,3613149187,"$3,000 ",$0.00 ,$75.46 ,General Fund,0
Dell Computer,81905,ITS,4/28/2014,$99.00 ,$2.28 ,0.23,$22.77 ,$22.77 ,Successful,5/1/2014,,78950,,,3613149192,"$3,000 ",$0.00 ,$76.23 ,General Fund,0
Dell Computer,81906,ITS,4/28/2014,$101.00 ,$0.00 ,0.23,$23.23 ,$23.23 ,Successful,4/30/2014,,78937,,,Cash,"$3,000 ",$0.00 ,$77.77 ,General Fund,0
Dell Computer,81907,ITS,4/28/2014,$101.00 ,$2.32 ,0.23,$23.23 ,$23.23 ,Successful,4/28/2014,,78956,,,3612598701,"$3,000 ",$0.00 ,$77.77 ,General Fund,0
Dell Computer,81908,ITS,4/28/2014,$98.01 ,$0.00 ,0.23,$22.54 ,$22.54 ,Successful,5/7/2014,,78988,,,Money Order,"$3,000 ",$0.00 ,$75.46 ,General Fund,0
Dell Computer,81909,ITS,4/28/2014,$99.01 ,$0.00 ,0.23,$22.77 ,$22.77 ,Successful,5/1/2014,,78916,,,Money Order,"$3,000 ",$0.00 ,$76.23 ,General Fund,0
Dell Computer,81910,ITS,4/28/2014,$106.00 ,$0.00 ,0.23,$24.38 ,$24.38 ,Successful,5/1/2014,,79064,,,Money Order,"$3,000 ",$0.00 ,$81.62 ,General Fund,0
4 Printers & 2 Fax Machines,81911,HEALTH,4/29/2014,$8.00 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,5/1/2014,,"76593, 76594, 76595, 76596, 76598, 76599",,,3613103673,"$3,000 ",$0.00 ,$6.16 ,General Fund,0
Health-O-Meter Scale,81912,HEALTH,4/29/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,4/30/2014,,76069,,,3612963746,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Tanita Baby Scale,81913,HEALTH,4/29/2014,$7.25 ,$0.17 ,0.23,$1.66 ,$1.66 ,Successful,4/30/2014,,76070,,,3612920369,"$3,000 ",$0.00 ,$5.58 ,General Fund,0
Xerox Documate 152,81915,SOCIAL SERVICES,4/29/2014,$37.99 ,$0.87 ,0.23,$8.73 ,$8.73 ,Successful,5/5/2014,,76533,,,3613511975,"$3,000 ",$0.00 ,$29.25 ,General Fund,0
Dell Laptop,81916,DISTRICT ATTORNEY,4/29/2014,$11.00 ,$0.00 ,0.23,$2.53 ,$2.53 ,Successful,5/6/2014,,DA69327,,,Cashiers Check,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Dell Optiplex GX150,81917,GENERAL SESSIONS COURT,4/29/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,4/30/2014,,67528,,,3612963768,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
"2 Dell 17"" Flat Screen Monitors",81918,WATER SERVICES,4/29/2014,$12.00 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,4/29/2014,,"WS-79467, WS-79468",,,3612729943,"$3,000 ",$0.00 ,$9.24 ,Enterprise,0
2 Dell Precision 490 Computers,81919,WATER SERVICES,4/29/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,5/1/2014,,"WS-74810, WS-74811",,,3613149202,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
"Toshiba 20"" Television",81920,RADIO COMMUNICATIONS,4/29/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,4/30/2014,,RC-70413,,,3612963785,"$3,000 ",$0.00 ,$2.31 ,Enterprise,0
Buffet Table,81921,BRIDGESTONE ARENA,4/29/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,4/29/2014,,BA-78202,,,3612732180,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
Buffet Table,81922,BRIDGESTONE ARENA,4/29/2014,$43.00 ,$0.99 ,0.23,$9.89 ,$9.89 ,Successful,4/30/2014,,BA-78204,,,3613037647,"$3,000 ",$0.00 ,$33.11 ,Enterprise,0
Buffet Table,81923,BRIDGESTONE ARENA,4/29/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/30/2014,,BA-78205,,,3613037662,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
Buffet Table,81924,BRIDGESTONE ARENA,4/29/2014,$22.50 ,$0.52 ,0.23,$5.17 ,$5.17 ,Successful,4/30/2014,,BA-78199,,,3613037681,"$3,000 ",$0.00 ,$17.32 ,Enterprise,0
27 Assorted Rims,81936,OFM,4/29/2014,$62.00 ,$1.43 ,0.23,$14.26 ,$14.26 ,Successful,4/30/2014,,OFM-77410,,,3612925045,"$3,000 ",$0.00 ,$47.74 ,Enterprise,0
Radiator Cores,81938,OFM,4/29/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,4/30/2014,,OFM-77299,,,3613007550,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
Hot Point Refrigerator,81940,ECD COMMUNICATIONS,4/29/2014,$9.00 ,$0.21 ,0.23,$2.07 ,$2.07 ,Successful,5/1/2014,,ECD-76482,,,3613151553,"$3,000 ",$0.00 ,$6.93 ,Enterprise,0
Global File Cabinet,81941,HEALTH,4/29/2014,$10.00 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,5/5/2014,,77696,,,3613492850,"$3,000 ",$0.00 ,$7.70 ,General Fund,0
Makita 18v Reciprocating Saw,81946,SCHOOL BOARD WAREHOUSE,4/29/2014,$58.00 ,$1.33 ,0.23,$13.34 ,$13.34 ,Successful,4/30/2014,,SBS-6290C,,,3612981911,"$3,000 ",$0.00 ,$44.66 ,Enterprise,0
Makita 18v Hammer Drill,81947,SCHOOL BOARD WAREHOUSE,4/29/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/30/2014,,SBS-6290D,,,3612964703,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
"408 37th Avenue N, Nashville, TN 37209",81948,PUBLIC PROPERTY,5/7/2014,"$26,400.00 ",$0.00 ,0.03,$792.00 ,$792.00 ,Successful,5/30/2014,,RP14019,,,Cashiers Check,"$5,000,000,000 ",$0.00 ,"$25,608.00 ",General Fund,0
Werner 8ft. Ladder,81955,SCHOOL BOARD WAREHOUSE,4/30/2014,$28.00 ,$0.64 ,0.23,$6.44 ,$6.44 ,Successful,5/14/2014,,SBS-6311,,,3614330272,"$3,000 ",$0.00 ,$21.56 ,Enterprise,0
Mats & Carrier,81956,SCHOOL BOARD WAREHOUSE,4/30/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/30/2014,,SBS-6316,,,3612966712,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
2 Calculators,81957,SCHOOL BOARD WAREHOUSE,4/30/2014,$5.50 ,$0.13 ,0.23,$1.26 ,$1.26 ,Successful,5/1/2014,,SBS-6305,,,3613103674,"$3,000 ",$0.00 ,$4.23 ,Enterprise,0
Chair,81958,SCHOOL BOARD WAREHOUSE,4/30/2014,$5.99 ,$0.14 ,0.23,$1.37 ,$1.37 ,Successful,5/6/2014,,SBS-6331,,,3613703359,"$3,000 ",$0.00 ,$4.61 ,Enterprise,0
Paper Roll Holder,81959,SCHOOL BOARD WAREHOUSE,4/30/2014,$25.55 ,$0.59 ,0.23,$5.87 ,$5.87 ,Successful,5/27/2014,,SBS-6326,,,3615314541,"$3,000 ",$0.00 ,$19.67 ,Enterprise,0
2 Tables,81960,SCHOOL BOARD WAREHOUSE,4/30/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,4/30/2014,,SBS-6282A,,,3612968243,"$3,000 ",$0.00 ,$5.39 ,Enterprise,0
2 Tables,81961,SCHOOL BOARD WAREHOUSE,4/30/2014,$6.00 ,$0.00 ,0.23,$1.38 ,$1.38 ,Successful,5/8/2014,,SBS-6282B,,,Money Order,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
2 Tables,81962,SCHOOL BOARD WAREHOUSE,4/30/2014,$9.00 ,$0.00 ,0.23,$2.07 ,$2.07 ,Successful,5/8/2014,,SBS-6282C,,,Money Order,"$3,000 ",$0.00 ,$6.93 ,Enterprise,0
2 Tables,81963,SCHOOL BOARD WAREHOUSE,4/30/2014,$6.01 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,4/30/2014,,SBS-6282D,,,3612957608,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
2 Tables,81964,SCHOOL BOARD WAREHOUSE,4/30/2014,$5.01 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,5/2/2014,,SBS-6282E,,,3613247660,"$3,000 ",$0.00 ,$3.85 ,Enterprise,0
2 Tables,81965,SCHOOL BOARD WAREHOUSE,4/30/2014,$5.01 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,5/2/2014,,SBS-6282F,,,3613247779,"$3,000 ",$0.00 ,$3.85 ,Enterprise,0
Table,81966,SCHOOL BOARD WAREHOUSE,4/30/2014,$5.00 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,5/5/2014,,SBS-6282G,,,3613553846,"$3,000 ",$0.00 ,$3.85 ,Enterprise,0
7 Cash Boxes,81967,SCHOOL BOARD WAREHOUSE,4/30/2014,$21.01 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/30/2014,,SBS-6359A,,,3612963825,"$3,000 ",$0.00 ,$16.17 ,Enterprise,0
10 Fryer Baskets,81968,SCHOOL BOARD WAREHOUSE,4/30/2014,$18.00 ,$0.41 ,0.23,$4.14 ,$4.14 ,Successful,5/8/2014,,SBS-6359B,,,3613857569,"$3,000 ",$0.00 ,$13.86 ,Enterprise,0
Cash Register Paper,81969,SCHOOL BOARD WAREHOUSE,4/30/2014,$11.00 ,$0.00 ,0.23,$2.53 ,$2.53 ,Successful,5/5/2014,,SBS-6359C,,,Cashiers Check,"$3,000 ",$0.00 ,$8.47 ,Enterprise,0
Assorted Kitchen Items,81970,SCHOOL BOARD WAREHOUSE,4/30/2014,$64.00 ,$1.47 ,0.23,$14.72 ,$14.72 ,Successful,4/30/2014,,SBS-6359D,,,3612969129,"$3,000 ",$0.00 ,$49.28 ,Enterprise,0
3 Warming Cabinets,81971,SCHOOL BOARD WAREHOUSE,4/30/2014,$233.00 ,$5.36 ,0.23,$53.59 ,$53.59 ,Successful,4/30/2014,,SBS-6354,,,3612965005,"$3,000 ",$0.00 ,$179.41 ,Enterprise,0
Sharp ER-A470 Electric Cash Register,81972,SCHOOL BOARD WAREHOUSE,4/30/2014,$19.00 ,$0.00 ,0.23,$4.37 ,$4.37 ,Successful,5/5/2014,,SBS-6353,,,Cashiers Check,"$3,000 ",$0.00 ,$14.63 ,Enterprise,0
2 Swing Seats,81974,SCHOOL BOARD WAREHOUSE,4/30/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,4/30/2014,,SBS-6313,,,3612967227,"$3,000 ",$0.00 ,$5.39 ,Enterprise,0
Boling Credenza,81975,GENERAL SERVICES,5/1/2014,$20.05 ,$0.46 ,0.23,$4.61 ,$4.61 ,Successful,5/1/2014,,80052,,,3613135508,"$3,000 ",$0.00 ,$15.43 ,General Fund,0
Wooden Book Shelf,81976,GENERAL SERVICES,5/1/2014,$5.26 ,$0.12 ,0.23,$1.20 ,$1.20 ,Successful,5/27/2014,,80075,,,3615288777,"$3,000 ",$0.00 ,$4.05 ,General Fund,0
Wooden TV Cabinet,81977,GENERAL SERVICES,5/1/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,5/1/2014,,80053,,,3613169063,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Wooden File Cabinet,81978,GENERAL SERVICES,5/1/2014,$7.25 ,$0.17 ,0.23,$1.66 ,$1.66 ,Successful,5/1/2014,,80054,,,3613169075,"$3,000 ",$0.00 ,$5.58 ,General Fund,0
Table,81979,GENERAL SERVICES,5/1/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,5/7/2014,,80089,,,3613715928,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
File Cabinet,81980,GENERAL SERVICES,5/1/2014,$5.52 ,$0.13 ,0.23,$1.26 ,$1.26 ,Successful,5/1/2014,,80055,,,3613137137,"$3,000 ",$0.00 ,$4.25 ,General Fund,0
Wooden Book Case,81981,GENERAL SERVICES,5/1/2014,$10.00 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,5/5/2014,,80076,,,3613519107,"$3,000 ",$0.00 ,$7.70 ,General Fund,0
File Cabinet,81982,GENERAL SERVICES,5/1/2014,$12.00 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,5/1/2014,,80074,,,3613169086,"$3,000 ",$0.00 ,$9.24 ,General Fund,0
Haworth Desk,81983,GENERAL SERVICES,5/1/2014,$6.26 ,$0.14 ,0.23,$1.43 ,$1.43 ,Successful,5/5/2014,,80038,,,3613511983,"$3,000 ",$0.00 ,$4.82 ,General Fund,0
Tennsco Book Case,81984,GENERAL SERVICES,5/1/2014,$16.06 ,$0.37 ,0.23,$3.69 ,$3.69 ,Successful,5/7/2014,,80077,,,3613735964,"$3,000 ",$0.00 ,$12.36 ,General Fund,0
Wooden Book Case,81985,GENERAL SERVICES,5/1/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/1/2014,,80081,,,3613140773,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Book Case,81986,GENERAL SERVICES,5/1/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,5/5/2014,,80082,,,3613492873,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Steelcase Desk w/Return,81987,GENERAL SERVICES,5/1/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,5/6/2014,,80039,,,3613703362,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Desk w/Return,81988,GENERAL SERVICES,5/1/2014,$68.00 ,$1.56 ,0.23,$15.64 ,$15.64 ,Successful,5/1/2014,,80040,,,3613144827,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Book Case,81989,GENERAL SERVICES,5/1/2014,$22.25 ,$0.51 ,0.23,$5.11 ,$5.11 ,Successful,5/1/2014,,80078,,,3613145047,"$3,000 ",$0.00 ,$17.13 ,General Fund,0
Floor Lamp,81991,GENERAL SERVICES,5/1/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,5/1/2014,,80092,,,3613145226,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
Table,81992,GENERAL SERVICES,5/1/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,5/6/2014,,80111,,,3613680237,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Chair,81993,GENERAL SERVICES,5/1/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,5/6/2014,,80017,,,3613680242,"$3,000 ",$0.00 ,$1.54 ,General Fund,0
2 Chairs,81994,GENERAL SERVICES,5/1/2014,$10.01 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,5/1/2014,,"80014, 80018",,,3613169092,"$3,000 ",$0.00 ,$7.70 ,General Fund,0
2 Steelcase Chairs,81995,GENERAL SERVICES,5/1/2014,$11.99 ,$0.28 ,0.23,$2.75 ,$2.75 ,Successful,5/1/2014,,"80015, 80016",,,3613169099,"$3,000 ",$0.00 ,$9.23 ,General Fund,0
Dell Laptop,81996,ITS,4/30/2014,$35.01 ,$0.81 ,0.23,$8.05 ,$8.05 ,Successful,4/30/2014,,74547,,,3613019478,"$3,000 ",$0.00 ,$26.95 ,General Fund,0
Dell Laptop,81997,ITS,4/30/2014,$41.00 ,$0.00 ,0.23,$9.43 ,$9.43 ,Successful,5/19/2014,,75341,,,Money Order,"$3,000 ",$0.00 ,$31.57 ,General Fund,0
Dell Laptop,81998,HEALTH,4/30/2014,$58.00 ,$0.00 ,0.23,$13.34 ,$13.34 ,Successful,5/19/2014,,71014,,,Money Order,"$3,000 ",$0.00 ,$44.66 ,General Fund,0
Dell Laptop,81999,HEALTH,4/30/2014,$47.63 ,$0.00 ,0.23,$10.95 ,$10.95 ,Successful,5/19/2014,,71013,,,Money Order,"$3,000 ",$0.00 ,$36.67 ,General Fund,0
Dell Laptop,82000,HEALTH,4/30/2014,$67.52 ,$1.55 ,0.23,$15.52 ,$15.52 ,Successful,4/30/2014,,71016,,,3613081058,"$3,000 ",$0.00 ,$51.99 ,General Fund,0
Dell Laptop,82001,HEALTH,5/1/2014,$55.21 ,$1.27 ,0.23,$12.69 ,$12.69 ,Successful,5/7/2014,,71017,,,3613755498,"$3,000 ",$0.00 ,$42.51 ,General Fund,0
Dell Laptop,82002,HEALTH,5/1/2014,$74.00 ,$1.70 ,0.23,$17.02 ,$17.02 ,Successful,5/6/2014,,71007,,,3613666823,"$3,000 ",$0.00 ,$56.98 ,General Fund,0
Dell Laptop,82003,HEALTH,5/1/2014,$75.00 ,$0.00 ,0.23,$17.25 ,$17.25 ,Successful,5/1/2014,,71009,,,Cashiers Check,"$3,000 ",$0.00 ,$57.75 ,General Fund,0
Shelf,82004,HEALTH,5/1/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,5/5/2014,,79548,,,3613518298,"$3,000 ",$0.00 ,$13.09 ,General Fund,0
Shelf,82005,HEALTH,5/1/2014,$14.99 ,$0.00 ,0.23,$3.44 ,$3.44 ,Successful,5/6/2014,,79549,,,Cashiers Check,"$3,000 ",$0.00 ,$11.54 ,General Fund,0
Buffet Table,82006,BRIDGESTONE ARENA,5/5/2014,$35.00 ,$0.80 ,0.23,$8.05 ,$8.05 ,Successful,5/5/2014,,BA-78194,,,3613500995,"$3,000 ",$0.00 ,$26.95 ,Enterprise,0
Buffet Table,82007,BRIDGESTONE ARENA,5/5/2014,$50.00 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,5/5/2014,,BA-78195,,,3613501002,"$3,000 ",$0.00 ,$38.50 ,Enterprise,0
Buffet Table,82008,BRIDGESTONE ARENA,5/5/2014,$2.00 ,$0.00 ,0.23,$0.46 ,$0.46 ,Successful,5/13/2014,,BA-78196,,,Money Order,"$3,000 ",$0.00 ,$1.54 ,Enterprise,0
Buffet Table,82009,BRIDGESTONE ARENA,5/5/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/14/2014,,BA-78201,,,3614344879,"$3,000 ",$0.00 ,$20.79 ,Enterprise,0
Buffet Table,82010,BRIDGESTONE ARENA,5/5/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,5/5/2014,,BA-78203,,,3613500033,"$3,000 ",$0.00 ,$100.10 ,Enterprise,0
Buffet Table,82011,BRIDGESTONE ARENA,5/5/2014,$75.00 ,$1.72 ,0.23,$17.25 ,$17.25 ,Successful,5/5/2014,,BA-78197,,,3613500338,"$3,000 ",$0.00 ,$57.75 ,Enterprise,0
Buffet Table,82012,BRIDGESTONE ARENA,5/5/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,5/5/2014,,BA-78206,,,3613523837,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
Buffet Table w/Warmers,82013,BRIDGESTONE ARENA,5/5/2014,$134.00 ,$3.08 ,0.23,$30.82 ,$30.82 ,Successful,5/7/2014,,BA-78208,,,3613705438,"$3,000 ",$0.00 ,$103.18 ,Enterprise,0
Buffet Table w/Warmers,82014,BRIDGESTONE ARENA,5/5/2014,$107.00 ,$2.46 ,0.23,$24.61 ,$24.61 ,Successful,5/7/2014,,BA-78209,,,3613705475,"$3,000 ",$0.00 ,$82.39 ,Enterprise,0
Metal Shelving Unit,82015,GENERAL SERVICES,5/5/2014,$38.00 ,$0.87 ,0.23,$8.74 ,$8.74 ,Successful,5/12/2014,,79924,,,3614063510,"$3,000 ",$0.00 ,$29.26 ,General Fund,0
Metal Shelving Unit,82016,GENERAL SERVICES,5/5/2014,$32.01 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,5/5/2014,,79925,,,3613514250,"$3,000 ",$0.00 ,$24.64 ,General Fund,0
Light Switch & Outlet Covers,82017,GENERAL SERVICES,5/5/2014,$5.01 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,5/12/2014,,79918,,,3614063650,"$3,000 ",$0.00 ,$3.85 ,General Fund,0
Work Cart,82018,GENERAL SERVICES,5/5/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,5/5/2014,,79917,,,3613504472,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Cart,82019,GENERAL SERVICES,5/5/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,5/7/2014,,79923,,,3613722248,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Cart,82020,GENERAL SERVICES,5/5/2014,$11.27 ,$0.26 ,0.23,$2.59 ,$2.59 ,Successful,5/12/2014,,79916,,,3614063768,"$3,000 ",$0.00 ,$8.67 ,General Fund,0
Franklin Chef Refrigerator,82021,GENERAL SERVICES,5/5/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,5/7/2014,,79922,,,3613731443,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Assorted Belts,82022,GENERAL SERVICES,5/5/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,5/5/2014,,79920,,,3613531375,"$3,000 ",$0.00 ,$5.39 ,General Fund,0
White Brand Metal Bucket,82023,GENERAL SERVICES,5/5/2014,$12.00 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,5/6/2014,,79915A,,,3613658781,"$3,000 ",$0.00 ,$9.24 ,General Fund,0
White Brand Metal Bucket,82024,GENERAL SERVICES,5/5/2014,$12.00 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,5/6/2014,,79915B,,,3613658794,"$3,000 ",$0.00 ,$9.24 ,General Fund,0
White Brand Metal Bucket,82025,GENERAL SERVICES,5/5/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,5/6/2014,,79915C,,,3613658799,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
2001 Chevrolet Malibu,82026,OFM-CODES,4/24/2014,"$2,425.00 ",$55.78 ,0.23,$557.75 ,$557.75 ,Successful,4/24/2014,224404,,P 2719 AJ,,3612250467,"$3,000 ",$0.00 ,"$1,867.25 ",Enterprise,0
"Commercial Building & Land - 222 3rd Avenue North, Nashville, TN 37201",82027,PUBLIC PROPERTY,5/9/2014,"$6,810,200.00 ",$0.00 ,0.03,"$204,306.00 ","$30,000.00 ",Successful,7/30/2014,,RP14222,,,Cashiers Check,"$30,000 ",$0.00 ,"$6,780,200.00 ",General Fund,0
2001 Chevrolet Malibu,82028,OFM-CODES,4/24/2014,"$1,775.00 ",$0.00 ,0.23,$408.25 ,$408.25 ,Successful,4/29/2014,224189,,P 2701 AJ,,Cashiers Check,"$3,000 ",$0.00 ,"$1,366.75 ",Enterprise,0
2001 Chevrolet Malibu,82029,OFM-CODES,4/24/2014,"$2,500.50 ",$57.51 ,0.23,$575.11 ,$575.11 ,Successful,4/24/2014,221629,,P 2675 AJ,,3612267938,"$3,000 ",$0.00 ,"$1,925.38 ",Enterprise,0
2001 Chevrolet Malibu,82030,OFM-CODES,4/24/2014,"$1,476.00 ",$0.00 ,0.23,$339.48 ,$339.48 ,Successful,4/29/2014,224191,,P 2703 AJ,,Cashiers Check,"$3,000 ",$0.00 ,"$1,136.52 ",Enterprise,0
Metal Cabinet,82036,PARKS,5/6/2014,$11.69 ,$0.27 ,0.23,$2.68 ,$2.68 ,Successful,5/14/2014,,78241,,,3614347927,"$3,000 ",$0.00 ,$9.00 ,General Fund,0
Computer Table,82037,PUBLIC DEFENDER,5/6/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,5/6/2014,,78518,,,3613654476,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
HP Laser Jet 4000T,82038,PUBLIC DEFENDER,5/6/2014,$22.01 ,$0.51 ,0.23,$5.06 ,$5.06 ,Successful,5/6/2014,,78533,,,3613650162,"$3,000 ",$0.00 ,$16.94 ,General Fund,0
Assorted Books,82039,PUBLIC DEFENDER,5/6/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,5/19/2014,,78546,,,3614680022,"$3,000 ",$0.00 ,$19.25 ,General Fund,0
"Dell 17"" Flat Screen Monitor",82040,FIRE,5/6/2014,$34.00 ,$0.78 ,0.23,$7.82 ,$7.82 ,Successful,5/6/2014,,78600,,,3613650166,"$3,000 ",$0.00 ,$26.18 ,General Fund,0
"Dell 17"" Flat Screen Monitor",82041,FIRE,5/6/2014,$24.01 ,$0.55 ,0.23,$5.52 ,$5.52 ,Successful,5/6/2014,,78598,,,3613679992,"$3,000 ",$0.00 ,$18.48 ,General Fund,0
"Dell 17"" Flat Screen Monitor",82042,FIRE,5/6/2014,$35.01 ,$0.81 ,0.23,$8.05 ,$8.05 ,Successful,5/6/2014,,78599,,,3613679997,"$3,000 ",$0.00 ,$26.95 ,General Fund,0
HP Laser Jet 1320,82043,FIRE,5/6/2014,$3.50 ,$0.08 ,0.23,$0.80 ,$0.80 ,Successful,5/12/2014,,78597,,,3614070730,"$3,000 ",$0.00 ,$2.69 ,General Fund,0
Dell Optiplex 745,82044,FIRE,5/6/2014,$42.00 ,$0.00 ,0.23,$9.66 ,$9.66 ,Successful,5/7/2014,,78547,,,Money Order,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Dell Optiplex 780,82045,FIRE,5/6/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,5/9/2014,,78548,,,3613904685,"$3,000 ",$0.00 ,$79.31 ,General Fund,0
Dell Optiplex 780,82046,ITS,5/6/2014,$99.00 ,$2.28 ,0.23,$22.77 ,$22.77 ,Successful,5/6/2014,,78990,,,3613649208,"$3,000 ",$0.00 ,$76.23 ,General Fund,0
